,surname,creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,exited
6393,Cattaneo,593,Germany,Female,41,4,119703,2,1,1,109783,0
6394,Udinesi,466,Germany,Male,41,2,152102,2,1,0,181879,0
6395,Bentley,741,Germany,Female,37,0,127675,2,1,0,74260,0
6396,Holmes,684,Germany,Female,37,2,133776,2,0,1,49865,0
6397,Austin,550,Spain,Female,33,9,72788,1,1,1,103608,0
6398,Mackenzie,593,Spain,Male,26,9,76226,1,1,0,167564,0
6399,Booth,601,Germany,Male,48,9,163630,1,0,1,41816,1
6400,Collier,676,Spain,Female,30,5,0,2,0,0,179066,0
6401,No information avilable,556,France,Female,46,10,0,2,0,0,109184,0
6402,Oluchukwu,719,France,Male,37,3,155423,1,1,1,199841,0
6403,Sung,850,Germany,Male,55,0,98710,1,1,1,83617,1
6404,Marino,649,Spain,Female,49,2,0,1,1,0,84863,1
6405,Vinogradov,509,Spain,Male,41,7,126683,1,0,1,114775,0
6406,Burns,684,France,Male,33,4,140700,1,1,0,103557,0
6407,Fanucci,806,Germany,Male,30,8,168078,1,1,0,85028,1
6408,Chukwujamuike,729,Spain,Male,44,4,107726,2,1,0,153064,0
6409,Flynn,683,France,Female,33,9,0,2,1,1,38784,0
6410,Chao,689,France,Female,63,1,0,2,1,1,186526,0
6411,Yeh,672,Germany,Female,21,1,35741,1,1,0,28789,0
6412,Klein,602,Germany,Female,53,5,98268,1,0,1,45038,1
6413,Mahmood,739,France,Female,20,4,133800,1,0,1,150245,0
6414,Tu,618,France,Female,21,2,125682,1,0,0,57762,0
6415,Shcherbakov,674,France,Female,42,9,0,2,1,0,4292,0
6416,Zetticci,762,France,Male,26,6,130428,1,1,0,173365,0
6417,Carr,790,Spain,Male,37,6,0,2,1,1,119484,0
6418,Browne,754,Spain,Female,37,8,0,2,0,0,121821,0
6419,Feng,729,France,Male,44,6,0,2,1,0,151733,0
6420,Ferguson,606,Germany,Female,47,0,137138,2,0,1,53784,0
6421,Shaw,616,France,Male,23,8,73112,1,1,1,62733,0
6422,Palermo,772,France,Male,47,9,152347,1,0,1,17671,0
6423,Moore,652,Spain,Male,41,8,115144,1,1,0,188905,0
6424,Huang,743,France,Female,43,5,0,2,0,0,113079,1
6425,Gray,793,France,Male,39,3,137817,1,0,0,83997,0
6426,Sokolova,743,Spain,Male,45,7,157332,1,1,0,125424,0
6427,Henderson,746,France,Male,37,2,0,2,1,0,143194,0
6428,Mosley,627,Germany,Female,39,5,124586,1,1,0,93132,1
6429,Nnaemeka,713,Spain,Male,38,6,116980,2,0,1,76038,0
6430,Everett,678,Spain,Female,40,3,128398,1,1,0,168658,0
6431,Goddard,540,Spain,Male,39,1,0,1,0,1,108419,0
6432,Kuo,615,Germany,Female,33,3,137657,2,1,1,171657,0
6433,Bianchi,415,Spain,Male,53,5,167259,1,1,1,22357,0
6434,Rouse,628,France,Female,45,8,0,2,1,0,193903,0
6435,Nwoye,700,France,Male,26,4,119009,1,1,0,141926,0
6436,Greco,623,Germany,Male,33,2,80002,1,1,1,104079,0
6437,Fang,623,France,Female,37,4,140211,1,1,1,93832,0
6438,Chiemenam,679,France,Female,44,3,118742,2,1,0,1568,0
6439,Artemiev,632,Spain,Male,37,1,138207,1,1,0,60778,1
6440,Burrows,790,France,Female,47,10,148636,1,0,1,16119,1
6441,Chizuoke,514,France,Male,45,1,178827,1,1,0,60375,0
6442,T'ien,491,France,Male,33,5,83134,1,1,0,187946,0
6443,Rogova,753,France,Male,92,3,121513,1,0,1,195563,0
6444,Trevisano,693,Germany,Female,37,6,95900,1,1,1,38196,0
6445,Sagese,679,France,Female,30,1,112543,1,1,1,179435,0
6446,Artyomova,529,Spain,Female,34,9,0,1,1,1,93208,0
6447,Long,619,Spain,Female,31,3,141751,1,0,1,61531,0
6448,Hsueh,680,Spain,Female,37,6,124140,2,1,0,92826,0
6449,White,693,Germany,Male,45,2,116546,2,0,0,23140,1
6450,Lazarev,834,France,Female,28,6,0,1,1,0,74287,0
6451,Benjamin,636,Spain,Female,29,6,157576,2,1,1,101102,0
6452,Wan,538,Spain,Male,43,5,0,2,1,0,126933,0
6453,Romano,566,Germany,Female,44,5,141428,2,0,0,68408,0
6454,Craig,597,Spain,Male,35,0,127510,1,1,1,155356,0
6455,Yermolayeva,711,France,Female,29,9,0,2,0,1,3234,0
6456,Tseng,606,France,Male,31,10,0,2,1,0,195209,0
6457,Tseng,615,Spain,Male,51,6,81818,1,1,1,169149,0
6458,Le Hunte,589,France,Male,36,1,100895,1,1,1,68075,0
6459,Blake,606,Germany,Male,45,5,63832,1,1,1,93707,0
6460,Lane,582,France,Male,29,4,0,2,0,0,156153,0
6461,Sparks,710,France,Female,36,4,116085,1,1,0,58601,0
6462,Tu,467,France,Male,57,1,0,2,1,1,114448,0
6463,Tochukwu,749,France,Male,30,1,0,2,0,1,126551,0
6464,Whittaker,564,Germany,Female,33,2,115761,1,0,1,112350,1
6465,Wang,730,Spain,Male,26,6,0,2,1,1,185808,0
6466,Northern,678,Germany,Male,32,4,139626,1,1,1,118235,1
6467,Humphries,540,France,Female,31,7,0,1,0,1,183051,1
6468,Cremonesi,767,France,Female,35,6,115576,1,0,1,27922,0
6469,Ku,615,France,Female,23,4,0,2,1,0,196476,0
6470,Tobenna,583,Germany,Female,41,5,77647,1,1,0,190429,0
6471,Okwuadigbo,850,France,Female,40,5,0,2,1,0,35034,0
6472,Johnston,651,Germany,Female,34,10,148962,1,1,0,66389,1
6473,Li,798,France,Male,22,8,0,2,1,0,107615,0
6474,Talbot,695,France,Male,37,2,0,2,1,1,99692,0
6475,Tu,497,Germany,Male,41,5,80542,1,0,0,88729,1
6476,T'ien,739,France,Male,40,4,0,2,0,0,173321,0
6477,Ross,549,France,Female,34,4,0,2,0,0,139463,0
6478,Maclean,850,France,Male,35,9,102050,1,1,1,3769,0
6479,Wan,648,Spain,Male,49,5,0,1,1,0,149946,1
6480,Tsou,679,France,Female,24,6,114948,2,0,1,135768,0
6481,Jack,606,Germany,Male,39,8,136000,2,1,0,31708,0
6482,Lucchesi,850,France,Male,32,4,156001,2,1,1,151677,0
6483,Ch'eng,619,Germany,Male,41,3,147974,2,1,0,170518,0
6484,Saunders,719,Spain,Male,44,2,0,1,1,0,196582,0
6485,Glover,640,Germany,Male,26,5,90402,1,1,1,3298,0
6486,Tung,710,France,Male,40,5,0,2,0,0,162878,0
6487,Padovano,580,France,Male,31,2,0,2,0,1,64014,0
6488,Johnstone,550,France,Male,44,9,0,2,1,0,26257,0
6489,Endrizzi,841,France,Female,31,3,162701,1,1,1,126794,0
6490,Secombe,760,France,Male,34,2,0,2,1,0,164162,0
6491,Elewechi,687,France,Female,30,6,0,2,0,0,179206,0
6492,Chu,753,Germany,Female,37,5,82453,2,0,0,18254,0
6493,Lucciano,661,France,Male,35,9,100107,1,1,0,83949,0
6494,Pinto,699,France,Male,28,7,0,2,1,1,22684,0
6495,McGregor,617,Germany,Female,39,5,83348,3,1,0,7953,1
6496,Ugorji,595,Germany,Female,44,4,96553,2,1,0,143952,1
6497,Bancks,669,France,Male,50,9,201009,1,1,0,158032,1
6498,Warlow-Davies,613,France,Female,27,5,125167,1,1,0,199104,0
6499,Dale,782,France,Male,32,9,0,1,1,1,87566,0
6500,Buckley,582,France,Female,43,5,153313,1,0,0,170563,0
6502,Fairley,611,France,Female,40,2,125879,1,1,0,93203,0
6503,Boothby,455,Germany,Female,37,6,170057,1,0,1,54398,0
6504,Chukwuhaenye,621,France,Male,32,1,0,2,1,1,168779,0
6505,Lock,596,Germany,Female,48,2,131326,1,0,0,1140,1
6506,Clarke,585,Spain,Female,56,1,128472,1,1,0,186476,1
6507,Ramsey,742,France,Male,32,6,160485,1,1,0,29023,0
6508,Eipper,850,Germany,Male,42,6,84445,3,0,1,60021,1
6509,Ko,738,France,Female,40,1,115409,2,0,0,180456,0
6510,Munro,619,Spain,Male,46,8,97245,1,1,1,132498,1
6511,McGregor,628,France,Female,50,4,143054,1,0,1,109608,1
6512,Henderson,487,France,Male,24,7,133628,2,1,1,98570,0
6513,Fernandez,513,Spain,Female,41,9,107135,2,1,1,160546,0
6514,Porter,563,Spain,Male,26,7,0,2,0,0,6139,0
6515,Pan,803,France,Female,65,2,151659,2,0,1,6930,0
6516,Esposito,607,Spain,Female,32,7,0,3,0,1,10674,0
6517,Kaeppel,628,Germany,Female,51,9,155903,2,1,1,71159,0
6518,Lamb,521,Spain,Female,49,4,82940,2,0,0,62413,1
6519,Lei,669,Germany,Female,50,4,112650,1,0,0,166386,1
6520,Conti,686,France,Female,41,10,0,1,1,0,133086,0
6521,Hargreaves,700,Germany,Male,35,4,95853,2,1,0,192933,0
6522,Yermolayev,663,France,Female,42,1,82228,2,1,0,71359,0
6523,Kerr,671,Spain,Female,31,4,0,2,0,1,79270,0
6524,Waters,651,Germany,Female,35,1,163700,3,1,1,29583,1
6525,Onyeorulu,728,France,Male,34,4,106328,1,1,0,88680,0
6526,Kolesnikova,574,France,Female,34,7,152992,1,1,1,134691,0
6527,Kazakova,464,France,Female,38,3,116439,1,1,0,75574,0
6528,MacDonald,604,Spain,Male,27,9,101352,1,0,0,30252,0
6529,Sharwood,836,Spain,Female,37,10,0,2,1,0,111324,0
6530,Bufkin,511,Germany,Female,75,9,105609,1,0,1,105425,0
6531,Nwankwo,518,France,Female,45,8,97245,2,1,1,36193,0
6532,Boniwell,756,France,Male,67,4,0,3,1,1,93081,0
6533,Willis,489,France,Female,47,8,103894,2,1,1,107625,0
6534,Burns,622,Spain,Male,27,9,139834,1,1,1,152733,0
6535,Kung,652,France,Female,37,6,112518,2,0,1,110421,0
6536,Howells,625,France,Female,37,7,115895,1,1,0,48486,0
6537,Bevan,521,Spain,Female,39,3,146408,1,0,0,72993,0
6538,Neitenstein,546,France,Male,34,4,165363,2,1,1,25744,1
6539,Johnson,697,France,Female,45,1,0,2,1,0,46807,1
6540,Sandover,571,Germany,Male,33,3,71843,1,1,0,26772,0
6541,Nnamutaezinwa,748,Spain,Male,37,5,105492,1,1,1,150057,0
6542,Sinclair,591,France,Male,35,7,183027,1,1,1,56028,0
6543,Wei,814,Germany,Male,29,1,131968,2,1,1,147693,0
6544,Higgins,709,France,Female,45,3,104118,1,0,1,174032,0
6545,Chang,433,Spain,Male,27,2,0,2,1,1,153698,0
6546,Henderson,781,France,Male,20,5,125023,2,1,1,108301,0
6548,Tsui,683,France,Male,38,7,109346,2,1,0,102665,0
6549,Lee,620,France,Male,32,6,0,2,1,0,56139,0
6550,Sergeyeva,637,Germany,Female,39,3,109698,1,1,1,88391,1
6551,Napolitani,525,Spain,Female,30,5,0,2,0,1,149195,0
6552,Beatham,793,Germany,Female,34,5,127758,1,1,0,143357,0
6553,Lu,638,Germany,Male,50,1,102645,1,1,0,168359,1
6554,Yashina,520,France,Male,31,4,93249,1,1,0,77335,0
6555,Bales,641,France,Male,35,5,0,2,1,0,93148,0
6556,Hill,840,Germany,Female,51,1,87779,1,0,1,36687,1
6557,Ibeamaka,504,Spain,Male,40,5,0,2,0,0,146703,0
6558,Romilly,686,France,Male,38,0,138131,1,0,1,115927,0
6560,Chiu,577,France,Female,32,1,0,1,1,0,9902,0
6561,Sun,445,Germany,Female,48,7,168286,1,1,0,16645,1
6562,Brennan,720,France,Female,44,3,86102,1,1,0,180134,1
6563,Storey,643,Germany,Male,25,4,115142,1,1,1,148098,0
6564,Lawson,652,Germany,Female,47,0,126597,2,1,1,38798,1
6565,T'ao,663,France,Female,33,2,97245,2,1,0,153295,0
6566,Yao,525,Germany,Female,30,0,157989,2,1,1,100687,0
6568,Kerr,724,Germany,Male,54,8,172192,1,1,1,136902,0
6569,Blake,581,Germany,Male,38,1,133105,1,1,0,105732,1
6570,Sanders,685,Spain,Male,38,4,0,2,1,1,35884,0
6571,Torkelson,595,France,Male,46,10,0,1,1,0,73489,1
6572,Hsueh,588,France,Female,21,8,0,2,1,1,110114,0
6573,Wang,647,Germany,Male,35,3,192407,1,1,1,40145,0
6574,Hightower,785,Germany,Female,38,9,107199,1,0,0,146398,0
6575,Genovesi,794,Germany,Male,55,6,115796,1,1,0,160526,1
6576,Levan,823,France,Male,37,5,164858,1,1,1,173516,0
6578,Loginov,850,France,Female,28,9,0,2,1,0,185821,0
6579,Lafleur,496,France,Female,36,7,0,1,0,0,108098,0
6580,Obidimkpa,527,Germany,Female,30,6,126663,1,1,1,162267,0
6581,Ch'ang,576,Germany,Female,71,6,97245,1,1,1,193135,1
6582,Mason,525,Spain,Female,60,7,0,2,0,1,168034,0
6583,Miranda,727,Germany,Male,21,8,153344,1,1,1,163295,0
6584,Simon,671,Germany,Female,23,9,123943,1,1,1,159553,0
6585,Golubeva,625,France,Male,39,5,0,1,1,0,99800,0
6586,Manfrin,643,Germany,Male,33,7,98630,2,1,1,40250,0
6587,Stange,707,France,Female,33,2,58036,1,1,1,83335,0
6588,Ferrari,539,Spain,Male,28,5,0,2,1,0,48382,0
6589,Taylor,498,Germany,Male,45,7,109200,2,0,1,165990,0
6590,Wei,696,Spain,Female,30,0,0,2,1,1,9002,0
6592,Parsons,685,France,Female,33,6,0,2,0,1,186785,0
6593,Pan,655,Germany,Female,30,1,83173,1,1,1,184259,0
6594,Cameron,747,France,Female,40,3,0,1,0,0,57817,1
6595,Igwebuike,601,Spain,Male,24,7,0,2,0,0,144660,0
6596,Tuan,477,France,Male,22,5,82559,2,0,0,163112,1
6597,Fraser,558,France,Male,32,5,73494,1,0,0,136301,0
6598,Turnbull,586,Spain,Male,29,2,132450,1,1,1,36176,0
6599,Chiazagomekpere,850,France,Male,49,6,128663,1,1,0,65769,1
6600,Yudina,505,France,Female,36,2,79951,1,0,1,174123,1
6601,Udinese,591,Germany,Female,51,8,132508,1,1,1,161304,1
6602,Chinweike,761,Germany,Female,38,1,120530,2,1,0,109394,0
6603,Bergamaschi,554,France,Female,35,10,74988,2,0,1,190155,0
6604,Milliner,774,France,Female,47,6,94722,1,0,1,61450,0
6605,Knowles,771,Spain,Female,33,5,0,2,1,0,8673,0
6606,Swinton,792,France,Male,31,6,71269,2,0,1,125912,0
6607,Gregory,673,Germany,Female,41,9,98612,1,1,0,151349,0
6608,Chibueze,765,France,Male,40,6,138033,1,1,1,67972,0
6609,Sukhorukova,748,France,Female,41,2,91621,1,1,1,71139,0
6610,French,422,France,Male,54,3,140014,1,0,1,86350,0
6611,Estrada,568,Spain,Male,27,5,126815,2,0,1,118648,0
6613,Kennedy,524,France,Female,28,7,0,2,0,1,147100,0
6614,Combes,689,France,Male,37,1,165312,1,1,0,155495,0
6615,Carruthers,661,France,Male,26,8,0,2,0,0,196875,0
6616,Andrejew,606,Spain,Male,33,8,0,2,1,1,63176,0
6617,Ko,678,Germany,Female,54,1,123699,2,0,1,105221,0
6618,Daniels,636,Germany,Male,29,3,97325,1,0,1,131924,0
6619,Toscano,647,France,Male,32,5,97041,1,1,1,23132,0
6620,Wilson,732,France,Male,36,5,0,2,1,0,161428,0
6621,Thomson,646,France,Male,50,0,104129,2,1,0,181794,1
6622,Kazantseva,559,France,Female,43,1,0,1,0,1,86634,0
6623,Cremonesi,581,France,Male,37,3,104367,1,1,1,29937,0
6624,Ferri,565,France,Male,46,7,135369,1,0,1,140130,0
6625,Ferri,657,Spain,Female,41,6,112119,1,1,0,17536,0
6626,Lombardi,847,France,Male,66,7,123760,1,0,1,53157,0
6627,Eluemuno,558,France,Female,41,6,0,1,1,1,143585,1
6628,Chiganu,596,Spain,Male,57,6,0,2,1,1,72402,0
6629,Hsueh,579,France,Male,39,5,0,2,0,1,39891,0
6630,O'Brien,741,France,Female,36,3,0,2,1,1,89804,0
6631,Booth,613,France,Male,44,3,0,2,0,1,136491,0
6632,O'Loghlin,694,Spain,Male,31,5,0,1,1,0,35593,0
6633,Lavrov,729,Spain,Female,42,7,0,2,1,0,58268,1
6634,Somadina,480,France,Female,42,1,152160,2,1,0,101778,0
6635,Colombo,666,France,Female,59,5,0,2,1,1,185123,0
6637,Kenenna,850,France,Male,36,3,0,2,1,0,195033,0
6638,Franklin,740,France,Male,36,4,172381,1,1,1,86480,0
6639,Deleon,588,Germany,Male,41,6,106116,2,1,0,198766,0
6640,Kung,681,France,Male,36,5,141952,1,1,1,185144,0
6641,Zito,611,Spain,Female,33,7,0,2,1,1,3729,0
6642,Giordano,589,France,Female,37,6,138497,1,0,1,18988,0
6643,Davide,717,Spain,Female,34,1,0,2,1,0,119313,0
6644,Lei,556,Germany,Male,33,3,124213,2,1,0,62627,0
6645,Moss,850,France,Male,37,4,126872,1,1,0,197266,0
6646,Lucciano,685,Spain,Female,42,2,0,2,0,0,199992,0
6647,Tai,713,France,Female,37,8,0,1,1,1,16403,0
6648,Osinachi,437,France,Female,26,1,120923,1,0,1,78854,0
6650,Larionova,758,Germany,Male,41,10,79857,1,1,1,78088,0
6651,Seleznev,600,France,Male,46,10,95502,1,0,0,19842,0
6652,Butcher,827,France,Male,38,5,0,2,0,0,103305,0
6653,Gould,608,Germany,Male,23,8,197715,2,1,1,116124,0
6654,Cunningham,608,France,Female,30,8,85859,1,0,0,142730,0
6655,Sanderson,554,France,Male,44,7,85304,1,1,1,58076,0
6656,Mai,683,Germany,Female,35,1,132371,2,0,0,186123,0
6657,Reid,660,Spain,Male,33,4,0,1,1,0,29664,0
6658,Downer,628,France,Female,31,5,0,1,0,0,147963,1
6659,Humphries,668,Germany,Male,39,4,79896,1,1,0,38466,0
6660,Bochsa,776,France,Female,29,5,97245,2,1,1,143301,0
6661,Czajkowski,820,France,Male,36,4,0,2,1,0,31422,0
6662,Pankhurst,665,France,Male,37,1,0,2,0,1,121505,0
6663,She,850,Germany,Male,31,4,146587,1,1,1,89874,0
6664,Birdseye,703,France,Female,42,7,0,2,0,1,72500,0
6665,Hope,506,Spain,Male,32,8,0,2,0,1,182692,0
6666,Gill,588,Spain,Male,32,3,109109,1,0,1,4993,0
6667,Moon,622,Spain,Female,26,8,0,2,1,1,124964,0
6668,Watt,606,France,Male,34,5,0,1,1,0,161971,0
6669,Chinomso,517,France,Male,56,9,142147,1,0,0,39488,1
6670,Bellucci,758,Spain,Female,43,10,0,2,1,1,55313,0
6671,Barese,677,France,Female,49,3,0,2,1,1,187811,0
6672,Fleming,827,Spain,Female,35,0,0,2,0,1,184514,0
6673,Bell,729,France,Female,36,8,109106,1,0,0,121311,0
6674,Li Fonti,654,France,Male,36,2,112262,1,1,0,12873,0
6675,Christmas,654,Spain,Female,36,5,0,2,0,0,157238,0
6676,Chuter,619,Spain,Male,52,8,0,2,1,1,123242,0
6677,Johnson,642,Spain,Female,26,8,144238,1,1,1,184399,0
6678,Scott,472,Spain,Female,32,1,159397,1,0,1,57323,0
6679,Byrne,470,Spain,Male,30,4,125385,1,1,0,68293,0
6680,Chukwudi,633,France,Female,60,8,69365,1,1,1,10288,0
6681,Ma,602,France,Male,31,7,155271,1,1,1,179446,0
6682,Simmons,640,Spain,Male,29,5,197200,2,1,0,141453,0
6683,Fang,454,Spain,Female,48,5,144837,1,1,1,93151,0
6684,Blake,562,France,Female,57,3,0,3,1,0,6554,1
6685,Tien,636,France,Male,34,5,0,2,1,0,38570,0
6686,Yusupova,621,Spain,Male,50,3,163085,1,0,1,131048,0
6687,Davidson,795,Germany,Male,38,7,125903,2,1,1,127068,0
6688,Zhdanova,550,France,Male,22,6,154377,1,1,1,51721,0
6689,Nielson,630,Spain,Male,41,7,107511,1,0,1,46156,0
6690,Niu,573,Germany,Male,30,8,127406,1,1,0,192950,0
6691,Kay,561,Spain,Male,24,8,143656,1,0,1,180932,0
6692,Green,662,France,Female,39,5,138106,1,0,0,19596,0
6693,She,637,France,Male,27,9,128940,1,1,0,46786,0
6694,Ajuluchukwu,651,Germany,Male,37,9,114453,1,0,1,175820,0
6695,Sabbatini,646,France,Female,37,2,0,2,0,0,198208,0
6696,Board,567,France,Female,48,3,0,1,1,0,55362,0
6697,Leckie,638,France,Male,41,1,131762,1,1,1,47675,0
6698,Ho,725,France,Female,31,6,0,1,0,0,61326,0
6699,Gordon,709,France,Female,41,3,150300,2,1,0,71672,0
6700,Iroawuchi,787,Spain,Male,37,10,108935,1,1,1,101168,0
6701,Liao,653,France,Male,37,7,135847,1,1,0,144880,0
6702,Hamilton,661,Germany,Male,37,7,109908,2,1,0,115037,1
6703,Chimaobim,681,Germany,Male,49,8,142946,1,0,0,187280,1
6704,Fan,436,Germany,Male,45,3,104339,2,1,1,183540,1
6705,Cayley,663,France,Male,33,5,157274,2,1,1,28531,0
6706,Kuykendall,662,France,Male,64,0,98848,1,0,1,42730,0
6707,McDonald,607,Germany,Female,39,8,105103,1,1,0,104721,1
6708,Duncan,754,France,Male,34,7,0,2,1,1,65219,0
6709,Browne,850,Germany,Female,66,0,127120,1,0,1,118929,1
6710,Barton,578,France,Male,39,2,0,2,1,0,70563,0
6711,Boyle,666,Germany,Female,36,3,129118,2,0,0,139435,0
6712,Moretti,599,France,Female,43,4,0,1,1,0,170347,0
6713,Ukaegbulam,586,France,Female,46,0,0,1,0,1,131553,1
6714,Nwankwo,825,France,Female,36,3,146053,1,1,1,138344,0
6715,Niu,808,Spain,Female,37,10,124577,1,0,1,169894,0
6716,Hsu,515,Spain,Male,29,4,151012,2,1,0,9770,0
6717,Shaw,663,Spain,Female,58,5,216109,1,0,1,74176,1
6718,Ho,444,France,Male,34,2,144318,1,1,0,112668,0
6719,Christie,650,France,Female,39,4,0,2,0,0,186275,0
6720,Onwuemelie,609,France,Male,26,7,0,2,1,0,98463,0
6721,Ch'ang,824,Germany,Male,77,3,27517,2,0,1,2746,0
6722,Clendinnen,662,France,Male,29,5,147092,1,1,0,10928,0
6723,Onyemauchechi,699,Germany,Female,51,2,92246,2,0,1,91346,0
6724,Crawford,752,France,Female,41,8,0,1,1,0,139844,1
6725,Mellor,603,Germany,Female,40,8,148897,1,0,0,105052,0
6726,Rizzo,628,Spain,Male,50,8,0,1,0,0,144366,1
6727,Christie,745,France,Female,36,9,0,1,1,0,19605,1
6728,Watkins,804,Germany,Female,33,10,138335,1,1,1,80483,0
6729,Ojiofor,454,Germany,Female,50,10,92895,1,1,0,154344,1
6730,Tung,631,Spain,Male,46,9,160736,1,0,1,93503,0
6731,McKay,503,France,Male,32,4,0,2,1,1,153036,0
6732,Meng,548,France,Male,37,9,0,2,0,0,98029,0
6733,Hussain,668,France,Male,28,4,107141,1,1,0,193018,0
6734,Mactier,619,France,Female,55,0,0,3,0,0,60810,1
6735,Hsueh,842,France,Female,37,4,132446,2,1,0,87071,1
6736,Nnachetam,707,France,Female,57,1,92053,1,1,1,164064,1
6737,Barnes,715,Spain,Male,38,2,96798,2,1,1,4554,0
6738,Christie,573,Germany,Male,35,9,134498,2,1,1,119924,0
6739,Lipton,509,France,Male,55,8,132387,2,1,1,170360,0
6740,Yu,670,Germany,Female,40,2,147171,1,0,1,69850,0
6741,Storey,613,Spain,Male,44,9,100524,1,1,1,47298,0
6742,Read,678,France,Female,26,1,0,2,1,0,45443,0
6743,Levy,555,Germany,Female,51,9,138214,1,1,0,198715,1
6744,Chiu,777,France,Female,30,4,0,2,0,1,115611,0
6745,Moore,552,Spain,Male,55,3,0,1,1,1,40333,0
6746,Amies,640,Spain,Male,39,3,0,1,1,1,105997,0
6747,Tsao,541,France,Male,34,3,128743,1,1,0,134851,0
6748,Rowley,756,France,Male,31,10,122647,1,0,0,61666,0
6749,Aliyev,684,Spain,Female,24,9,79263,1,0,1,196574,0
6750,Riley,618,France,Female,42,2,0,4,0,0,111097,1
6751,Toscano,604,France,Female,53,2,121389,1,1,1,48201,1
6752,Oluchukwu,624,Spain,Male,38,7,123906,1,1,0,135096,0
6753,Fu,661,Spain,Male,38,7,143006,1,1,1,15650,0
6754,Warner,627,Spain,Male,37,3,157597,1,0,1,34097,0
6755,Fleming,812,Spain,Male,38,3,127117,2,1,1,174822,0
6756,Ch'iu,473,France,Female,39,9,117103,2,1,1,85937,1
6757,Langler,717,Spain,Male,36,2,102989,2,0,1,49185,0
6758,Angelo,693,Spain,Male,28,1,145118,1,0,1,77742,0
6759,T'ien,705,France,Male,92,1,126076,2,1,1,34436,0
6760,Milani,661,France,Male,41,5,0,1,0,1,88279,0
6761,Pye,573,France,Female,27,4,0,2,1,1,157549,0
6762,Asher,639,France,Male,37,5,98186,1,0,1,173386,0
6763,Chung,718,France,Female,67,7,0,3,1,1,82782,0
6764,Yudin,570,France,Male,37,6,0,1,1,1,187758,0
6765,Arcuri,461,France,Female,40,7,0,2,1,0,176547,0
6766,Capon,638,Germany,Female,33,5,129335,1,1,1,56585,1
6767,Piccio,608,Spain,Male,48,7,75801,1,1,0,125762,0
6768,Lung,599,Spain,Male,37,6,0,2,1,0,113868,0
6769,Trevisan,762,France,Female,44,7,159316,1,0,0,24780,0
6770,John,662,France,Female,38,2,96479,1,1,0,120259,0
6771,Anayolisa,747,Germany,Male,29,7,117726,1,1,1,175398,0
6772,Ritchie,539,France,Male,39,6,0,2,1,1,86767,0
6773,Ch'eng,625,France,Male,43,4,122351,1,1,0,71216,0
6774,Macleod,656,France,Female,48,9,0,2,1,1,85240,1
6775,Boyle,469,France,Female,48,5,0,1,1,0,160529,1
6776,Chukwuemeka,621,Spain,Female,43,8,0,1,0,0,102806,0
6777,Bryant,754,France,Female,27,7,0,1,1,0,144134,0
6778,Hackett,679,Germany,Female,50,6,132598,2,1,1,184017,0
6779,Kovaleva,535,France,Male,38,2,119272,1,0,0,195896,1
6780,Reed,487,France,Male,37,2,0,2,1,1,126722,0
6781,Major,850,France,Female,42,3,0,2,1,1,176883,0
6782,Lo,585,France,Male,55,10,106415,3,1,1,122960,1
6783,Hanson,603,France,Male,31,4,0,2,0,1,9607,0
6784,Ogbonnaya,728,Germany,Female,32,9,127772,2,1,1,152643,0
6785,Windsor,621,Spain,Male,41,5,104631,1,1,1,95551,0
6786,Calabrese,833,France,Male,30,1,0,2,1,0,141860,0
6787,Keating,502,France,Male,37,10,0,1,1,1,76642,0
6788,Costa,825,France,Male,37,6,118050,1,0,1,52301,0
6789,Tan,668,France,Male,46,0,0,2,0,0,29388,0
6790,Ma,487,Spain,Female,40,6,136093,1,0,1,193408,0
6791,Martin,600,Germany,Female,39,7,88477,2,1,0,58632,0
6792,Halpern,606,Spain,Male,34,3,161572,1,0,1,191076,0
6793,Nyhan,623,Germany,Male,50,7,126608,1,0,1,645,1
6794,Jackson,575,France,Female,54,9,68332,1,1,1,144390,0
6795,Reynolds,577,Spain,Male,48,6,179852,1,1,0,193580,0
6796,Tai,651,France,Female,25,8,0,2,1,1,126761,0
6797,Trevisani,693,Germany,Male,46,2,104763,1,1,1,62368,0
6798,Uwakwe,800,France,Male,60,6,88541,2,1,1,131718,0
6799,Kerr,760,France,Male,38,6,162888,1,1,0,91098,1
6800,Findlay,711,France,Female,35,8,0,1,1,1,67508,0
6801,Ugorji,637,Spain,Male,43,8,0,1,1,0,12156,1
6803,Cheng,568,France,Female,44,7,0,2,0,0,62370,1
6804,Martin,692,France,Female,30,7,0,2,1,1,18826,0
6805,Skinner,614,France,Female,35,1,0,2,1,1,3342,0
6806,McDonald,478,France,Male,35,1,92474,1,1,0,178626,0
6807,Dellucci,562,France,Male,36,6,0,2,1,0,32845,0
6808,Reynolds,709,Germany,Male,30,9,115479,2,1,1,134732,0
6809,Birdsall,684,France,Female,26,5,87098,1,0,0,106095,0
6810,Tsai,546,Germany,Female,42,9,86351,2,1,0,57380,0
6811,Oguejiofor,779,France,Female,42,5,0,2,0,0,25951,0
6812,Mackie,576,Germany,Male,63,3,148843,1,1,0,69414,1
6813,Jamieson,481,Germany,Male,44,3,163714,1,1,0,96123,0
6814,Mai,445,France,Male,25,6,0,2,1,0,119425,0
